transcript	gene_id	gene_name	sample1	sample2	fold_change	direction	total_fpkm	q-value	gene_description
CUFF.16057.1	CGI_10002937	.	Pre	Post	1.02	DOWN	6.70	0.99123	
CUFF.18543.3	CGI_10006003	.	Pre	Post	1.22	DOWN	6.70	0.929594	
CUFF.18789.2	CGI_10006362	.	Pre	Post	2.60	DOWN	6.70	0.743746	
CUFF.23542.1	CGI_10004103	.	Pre	Post	1.03	DOWN	6.70	0.986353	
CUFF.28225.7	CGI_10019162	.	Pre	Post	1.94	DOWN	6.70	0.748664	
CUFF.4282.2	CGI_10003099	.	Pre	Post	28.86	DOWN	6.70	0.731247	
CUFF.7646.2	CGI_10021276	.	Pre	Post	1.27	UP	6.70	0.849995	
EKC23493	CGI_10010499	.	Pre	Post	2.11	UP	6.70	0.726658	
EKC28872	CGI_10009217	.	Pre	Post	1.88	UP	6.70	0.714254	
EKC41786	CGI_10026403	.	Pre	Post	3.42	UP	6.70	0.557928	
EKC42695	CGI_10023917	.	Pre	Post	1.38	DOWN	6.70	0.88814	
TCONS_00017890	XLOC_009164	-	Pre	Post	1.60	UP	6.70	0.793747	
TCONS_00021548	XLOC_010878	-	Pre	Post	3.52	DOWN	6.70	0.714254	
TCONS_00036829	XLOC_018005	CGI_10012565	Pre	Post	1.27	UP	6.70	0.916929	
TCONS_00067379	XLOC_032174	-	Pre	Post	4.73	UP	6.70	0.518297	
TCONS_00071314	XLOC_034013	CGI_10012713	Pre	Post	4.87	DOWN	6.70	0.726658	
CUFF.17427.2	CGI_10023252	.	Pre	Post	2.36	DOWN	6.69	0.820672	
CUFF.18065.8	CGI_10005375	.	Pre	Post	1.95	DOWN	6.69	0.764323	
CUFF.20470.3	CGI_10009873	.	Pre	Post	1.22	DOWN	6.69	0.84239	
CUFF.22503.2	CGI_10009160	.	Pre	Post	4.29	DOWN	6.69	0.197977	
CUFF.2314.4	CGI_10016545	.	Pre	Post	1.31	DOWN	6.69	0.89356	
CUFF.23461.5	CGI_10022571	.	Pre	Post	1.90	DOWN	6.69	0.834375	
CUFF.24084.2	CGI_10006889	.	Pre	Post	4.42	DOWN	6.69	0.726658	
CUFF.4114.1	CGI_10011876	.	Pre	Post	1.02	UP	6.69	0.986349	
CUFF.6027.3	CGI_10001050	.	Pre	Post	1.21	UP	6.69	0.920836	
CUFF.7608.4	CGI_10021229	.	Pre	Post	1.91	DOWN	6.69	0.844101	
EKC21189	CGI_10004394	.	Pre	Post	1.55	DOWN	6.69	0.726658	
EKC24825	CGI_10002807	.	Pre	Post	1.16	UP	6.69	0.96144	
EKC26070	CGI_10023374	.	Pre	Post	1.43	DOWN	6.69	0.769644	
TCONS_00002320	XLOC_001701	-	Pre	Post	7.80	UP	6.69	0.437747	
TCONS_00025813	XLOC_012937	CGI_10012746	Pre	Post	1.38	DOWN	6.69	0.912978	
TCONS_00050780	XLOC_024652	-	Pre	Post	2.85	DOWN	6.69	0.895401	
TCONS_00065626	XLOC_031330	CGI_10007646	Pre	Post	1.20	DOWN	6.69	0.949206	
TCONS_00075763	XLOC_036062	-	Pre	Post	2.67	UP	6.69	0.597598	
CUFF.11164.1	CGI_10011931	.	Pre	Post	1.09	DOWN	6.68	0.945058	
CUFF.15637.7	CGI_10017630	.	Pre	Post	2.70	DOWN	6.68	0.714254	
CUFF.17624.1	CGI_10004652	.	Pre	Post	4.28	DOWN	6.68	0.766189	
CUFF.21063.4	CGI_10012107	.	Pre	Post	2.37	UP	6.68	0.907884	
CUFF.22305.2	CGI_10027213	.	Pre	Post	1.13	DOWN	6.68	0.956333	
CUFF.24420.2	CGI_10023192	.	Pre	Post	1.92	DOWN	6.68	0.726658	
CUFF.25934.4	CGI_10015254	.	Pre	Post	4.84	DOWN	6.68	0.716644	
CUFF.5503.4	CGI_10014943	.	Pre	Post	1.54	DOWN	6.68	0.894617	
EKC34263	CGI_10018341	.	Pre	Post	2.22	UP	6.68	0.581613	
TCONS_00004345	XLOC_002620	-	Pre	Post	5.25	UP	6.68	0.854096	
TCONS_00031335	XLOC_015285	-	Pre	Post	1.16	DOWN	6.68	0.895938	
TCONS_00049892	XLOC_024255	-	Pre	Post	1.13	UP	6.68	0.938871	
TCONS_00075131	XLOC_035760	CGI_10021559	Pre	Post	1.00	DOWN	6.68	0.996637	
CUFF.11504.1	CGI_10019653	.	Pre	Post	17.37	DOWN	6.67	0.752752	
CUFF.22241.1	CGI_10023893	.	Pre	Post	1.06	UP	6.67	0.981439	
CUFF.22730.7	CGI_10027521	.	Pre	Post	1.78	DOWN	6.67	0.714254	
CUFF.26538.2	CGI_10013646	.	Pre	Post	3.84	DOWN	6.67	0.84239	
CUFF.3982.2	CGI_10027481	.	Pre	Post	2.67	UP	6.67	0.510052	
CUFF.5132.2	CGI_10016292	.	Pre	Post	1.01	UP	6.67	0.993445	
CUFF.7609.16	CGI_10021233	.	Pre	Post	1.55	DOWN	6.67	0.786832	
CUFF.7621.1	CGI_10021246	.	Pre	Post	3.64	UP	6.67	0.62159	
CUFF.8579.1	CGI_10007888	.	Pre	Post	2.95	DOWN	6.67	0.714254	
EKC18418	CGI_10012554	.	Pre	Post	1.14	UP	6.67	0.974765	
EKC20593	CGI_10005702	.	Pre	Post	1.11	DOWN	6.67	0.927178	
EKC20605	CGI_10005765	.	Pre	Post	1.34	DOWN	6.67	0.936026	
EKC35389	CGI_10020994	.	Pre	Post	1.07	UP	6.67	0.972689	
TCONS_00000739	XLOC_000653	-	Pre	Post	1.24	UP	6.67	0.930382	
CUFF.12572.3	CGI_10021568	.	Pre	Post	2.27	DOWN	6.66	0.75424	
CUFF.13392.1	CGI_10018545	.	Pre	Post	1.01	DOWN	6.66	0.994694	
CUFF.19259.1	CGI_10007268	.	Pre	Post	1.76	DOWN	6.66	0.729948	
CUFF.19706.4	CGI_10008335	.	Pre	Post	1.12	DOWN	6.66	0.934608	
CUFF.22011.1	CGI_10020111	.	Pre	Post	5.21	DOWN	6.66	0.726658	
CUFF.27863.1	CGI_10008544	.	Pre	Post	3.33	DOWN	6.66	0.69457	
CUFF.28013.2	CGI_10009054	.	Pre	Post	1.20	UP	6.66	0.934093	
CUFF.2884.11	CGI_10021292	.	Pre	Post	1.16	DOWN	6.66	0.967274	
CUFF.3627.6	CGI_10023813	.	Pre	Post	1.51	DOWN	6.66	0.836006	
CUFF.4721.3	CGI_10003439	.	Pre	Post	18.31	UP	6.66	0.726658	
CUFF.4819.3	CGI_10010918	.	Pre	Post	3.71	DOWN	6.66	0.726658	
CUFF.5169.1	CGI_10004707	.	Pre	Post	1.63	DOWN	6.66	0.726658	
EKC36698	CGI_10010965	.	Pre	Post	1.01	DOWN	6.66	0.990565	
EKC37554	CGI_10022077	.	Pre	Post	1.32	DOWN	6.66	0.910711	
TCONS_00001439	XLOC_001181	-	Pre	Post	4.30	UP	6.66	0.421131	
TCONS_00033206	XLOC_016163	CGI_10027937	Pre	Post	3.70	DOWN	6.66	0.262612	
TCONS_00061119	XLOC_029296	-	Pre	Post	1.15	DOWN	6.66	0.95543	
TCONS_00068294	XLOC_032610	-	Pre	Post	2.79	DOWN	6.66	0.78588	
CUFF.13879.1	CGI_10020442	.	Pre	Post	2.47	UP	6.65	0.366918	
CUFF.15497.1	CGI_10002367	.	Pre	Post	1.63	DOWN	6.65	0.726658	
CUFF.17116.8	CGI_10004006	.	Pre	Post	1.04	DOWN	6.65	0.985715	
CUFF.17949.4	CGI_10005268	.	Pre	Post	1.11	UP	6.65	0.910711	
CUFF.18218.5	CGI_10005680	.	Pre	Post	3.41	UP	6.65	0.733768	
CUFF.1866.1	CGI_10021691	.	Pre	Post	1.80	UP	6.65	0.726658	
CUFF.18666.2	CGI_10006210	.	Pre	Post	1.24	UP	6.65	0.908957	
CUFF.19603.1	CGI_10008007	.	Pre	Post	2.69	UP	6.65	0.220969	
CUFF.19937.3	CGI_10008691	.	Pre	Post	85.28	UP	6.65	0.726658	
CUFF.25634.3	CGI_10024801	.	Pre	Post	1.14	UP	6.65	0.949586	
CUFF.2653.3	CGI_10020382	.	Pre	Post	1.50	UP	6.65	0.753282	
CUFF.27785.1	CGI_10013443	.	Pre	Post	1.21	UP	6.65	0.93682	
CUFF.5079.1	CGI_10011572	.	Pre	Post	1.26	DOWN	6.65	0.86768	
CUFF.9285.3	CGI_10013530	.	Pre	Post	1.34	DOWN	6.65	0.875759	
EKC30853	CGI_10028529	.	Pre	Post	1.15	UP	6.65	0.959995	
EKC39021	CGI_10011700	.	Pre	Post	3.96	DOWN	6.65	0.721076	
EKC41331	CGI_10019199	.	Pre	Post	2.29	UP	6.65	0.714254	
TCONS_00000082	XLOC_000082	-	Pre	Post	5.50	UP	6.65	0.649753	
TCONS_00011030	XLOC_005784	-	Pre	Post	4.77	UP	6.65	0.656677	
TCONS_00032183	XLOC_015669	-	Pre	Post	1.04	DOWN	6.65	0.977212	
TCONS_00044114	XLOC_021661	CGI_10003915	Pre	Post	1.02	DOWN	6.65	0.985901	
TCONS_00068738	XLOC_032817	-	Pre	Post	2.99	DOWN	6.65	0.726053	
CUFF.14031.1	CGI_10016202	.	Pre	Post	1.02	DOWN	6.64	0.977245	
CUFF.14615.1	CGI_10022989	.	Pre	Post	3.15	UP	6.64	0.739126	
CUFF.23832.4	CGI_10006995	.	Pre	Post	1.13	UP	6.64	0.955605	
CUFF.24887.3	CGI_10014170	.	Pre	Post	9.39	DOWN	6.64	0.760589	
CUFF.24982.10	CGI_10007643	.	Pre	Post	2.56	UP	6.64	0.870984	
CUFF.25510.4	CGI_10023304	.	Pre	Post	1.51	UP	6.64	0.832795	
CUFF.4627.5	CGI_10007170	.	Pre	Post	1.08	UP	6.64	0.978829	
EKC31087	CGI_10028712	.	Pre	Post	1.05	DOWN	6.64	0.971741	
EKC32506	CGI_10007366	.	Pre	Post	1.49	DOWN	6.64	0.887662	
EKC39334	CGI_10005005	.	Pre	Post	1.51	UP	6.64	0.931121	
TCONS_00005816	XLOC_003323	-	Pre	Post	6.89	DOWN	6.64	0.413502	
TCONS_00030001	XLOC_014732	-	Pre	Post	1.64	UP	6.64	0.945058	
TCONS_00055517	XLOC_026743	-	Pre	Post	2.47	UP	6.64	0.714254	
TCONS_00057619	XLOC_027673	CGI_10024700	Pre	Post	1.00	DOWN	6.64	0.997293	
TCONS_00068141	XLOC_032534	-	Pre	Post	1.55	UP	6.64	0.847823	
CUFF.17401.2	CGI_10023226	.	Pre	Post	1.72	UP	6.63	0.714254	
CUFF.19317.1	CGI_10007344	.	Pre	Post	1.50	UP	6.63	0.764938	
CUFF.20024.2	CGI_10008893	.	Pre	Post	1.47	DOWN	6.63	0.773435	
CUFF.21362.1	CGI_10014126	.	Pre	Post	2.13	DOWN	6.63	0.835723	
CUFF.23867.1	CGI_10018786	.	Pre	Post	1.14	UP	6.63	0.958367	
CUFF.3592.2	CGI_10025496	.	Pre	Post	1.53	UP	6.63	0.808248	
CUFF.3799.2	CGI_10010435	.	Pre	Post	7.64	DOWN	6.63	0.740981	
CUFF.4905.2	CGI_10013200	.	Pre	Post	2.16	UP	6.63	0.726658	
CUFF.9521.4	CGI_10008969	.	Pre	Post	2.78	UP	6.63	0.62166	
EKC29066	CGI_10016237	.	Pre	Post	2.43	DOWN	6.63	0.790392	
TCONS_00014397	XLOC_007415	CGI_10005446	Pre	Post	1.99	DOWN	6.63	0.778134	
TCONS_00018029	XLOC_009232	-	Pre	Post	5.59	DOWN	6.63	0.844144	
CUFF.11215.3	CGI_10008207	.	Pre	Post	2.23	UP	6.62	0.321109	
CUFF.11472.2	CGI_10010983	.	Pre	Post	1.06	UP	6.62	0.972177	
CUFF.1330.9	CGI_10028796	.	Pre	Post	2.15	UP	6.62	0.742648	
CUFF.15156.3	CGI_10022748	.	Pre	Post	1.63	UP	6.62	0.785777	
CUFF.15795.3	CGI_10004504	.	Pre	Post	3.98	UP	6.62	0.781828	
CUFF.17209.1	CGI_10004109	.	Pre	Post	1.72	DOWN	6.62	0.842902	
CUFF.17299.3	CGI_10023871	.	Pre	Post	7.77	DOWN	6.62	0.726658	
CUFF.24768.1	CGI_10023403	.	Pre	Post	1.17	UP	6.62	0.948779	
CUFF.25400.1	CGI_10010362	.	Pre	Post	1.18	DOWN	6.62	0.905549	
CUFF.26043.8	CGI_10019906	.	Pre	Post	1.31	DOWN	6.62	0.871331	
CUFF.347.1	CGI_10000098	.	Pre	Post	1.92	DOWN	6.62	0.770555	
CUFF.3785.7	CGI_10010420	.	Pre	Post	5.56	UP	6.62	0.747624	
CUFF.9244.4	CGI_10014274	.	Pre	Post	3.87	DOWN	6.62	0.717812	
CUFF.9598.1	CGI_10010935	.	Pre	Post	4.43	DOWN	6.62	0.6536	
EKC18368	CGI_10013105	.	Pre	Post	5.89	DOWN	6.62	0.868146	
EKC43157	CGI_10021172	.	Pre	Post	3.15	UP	6.62	0.714254	
TCONS_00005923	XLOC_003380	-	Pre	Post	4.24	UP	6.62	0.726658	
TCONS_00009521	XLOC_005070	CGI_10027432	Pre	Post	1.42	DOWN	6.62	0.896283	
TCONS_00028056	XLOC_013921	-	Pre	Post	1.25	DOWN	6.62	0.921909	
TCONS_00066718	XLOC_031869	CGI_10010358	Pre	Post	2.31	UP	6.62	0.726658	
TCONS_00072429	XLOC_034506	-	Pre	Post	3.30	UP	6.62	0.457112	
TCONS_00075205	XLOC_035781	-	Pre	Post	1.41	UP	6.62	0.844508	
CUFF.12282.4	CGI_10028829	.	Pre	Post	7.50	DOWN	6.61	0.731336	
CUFF.13460.2	CGI_10018826	.	Pre	Post	1.16	DOWN	6.61	0.963492	
CUFF.17666.1	CGI_10018566	.	Pre	Post	1.37	UP	6.61	0.921453	
CUFF.21051.2	CGI_10012026	.	Pre	Post	1.11	DOWN	6.61	0.944157	
CUFF.21415.1	CGI_10014590	.	Pre	Post	1.01	UP	6.61	0.991997	
CUFF.21415.2	CGI_10014590	.	Pre	Post	1.01	UP	6.61	0.991586	
CUFF.23507.7	CGI_10021019	.	Pre	Post	2.48	DOWN	6.61	0.740987	
CUFF.26667.3	CGI_10011680	.	Pre	Post	1.18	UP	6.61	0.93682	
CUFF.4242.1	CGI_10011076	.	Pre	Post	2.66	DOWN	6.61	0.717614	
CUFF.5090.2	CGI_10009310	.	Pre	Post	1.20	UP	6.61	0.915301	
CUFF.5223.1	CGI_10018378	.	Pre	Post	1.17	UP	6.61	0.942448	
CUFF.7091.1	CGI_10017952	.	Pre	Post	2.33	UP	6.61	0.781828	
CUFF.9085.2	CGI_10007474	.	Pre	Post	5.96	DOWN	6.61	0.528581	
EKC18183	CGI_10014622	.	Pre	Post	1.36	UP	6.61	0.942745	
EKC19329	CGI_10008816	.	Pre	Post	1.67	DOWN	6.61	0.726658	
EKC25537	CGI_10009209	.	Pre	Post	2.20	UP	6.61	0.726658	
EKC28326	CGI_10009307	.	Pre	Post	1.26	UP	6.61	0.949528	
EKC30628	CGI_10009165	.	Pre	Post	1.34	DOWN	6.61	0.882702	
EKC36258	CGI_10024185	.	Pre	Post	1.72	UP	6.61	0.856936	
EKC39748	CGI_10004960	.	Pre	Post	9.46	UP	6.61	0.270775	
TCONS_00053198	XLOC_025699	-	Pre	Post	1.44	DOWN	6.61	0.942448	
CUFF.10492.1	CGI_10013805	.	Pre	Post	1.22	UP	6.60	0.928623	
CUFF.10581.2	CGI_10016673	.	Pre	Post	1.12	DOWN	6.60	0.951126	
CUFF.22510.2	CGI_10006648	.	Pre	Post	342739.95	DOWN	6.60	0.726658	
CUFF.24718.4	CGI_10015722	.	Pre	Post	4.61	UP	6.60	0.697048	
CUFF.24741.6	CGI_10018197	.	Pre	Post	1.92	UP	6.60	0.714254	
CUFF.27710.10	CGI_10002584	.	Pre	Post	4.63	DOWN	6.60	0.72792	
CUFF.28742.2	CGI_10021219	.	Pre	Post	1.03	UP	6.60	0.980782	
EKC18566	CGI_10011814	.	Pre	Post	2.04	UP	6.60	0.885363	
EKC39287	CGI_10024455	.	Pre	Post	1.72	DOWN	6.60	0.912566	
TCONS_00027738	XLOC_013790	CGI_10004411	Pre	Post	6.78	UP	6.60	0.726658	
TCONS_00032188	XLOC_015674	-	Pre	Post	3.53	UP	6.60	0.703956	
TCONS_00036148	XLOC_017638	-	Pre	Post	1.30	UP	6.60	0.874167	
CUFF.12516.1	CGI_10015819	.	Pre	Post	9.85	DOWN	6.59	0.726658	
CUFF.19347.1	CGI_10007449	.	Pre	Post	3.87	DOWN	6.59	0.726658	
CUFF.19629.14	CGI_10008117	.	Pre	Post	64.55	DOWN	6.59	0.726658	
CUFF.20321.1	CGI_10027055	.	Pre	Post	1.26	UP	6.59	0.821752	
CUFF.8110.3	CGI_10012820	.	Pre	Post	5.77	UP	6.59	0.649753	
EKC33151	CGI_10014063	.	Pre	Post	1.07	DOWN	6.59	0.965933	
TCONS_00011916	XLOC_006213	CGI_10015862	Pre	Post	1.11	DOWN	6.59	0.922118	
TCONS_00028956	XLOC_014289	CGI_10010504	Pre	Post	2.94	DOWN	6.59	0.681245	
TCONS_00034702	XLOC_016879	-	Pre	Post	5.47	DOWN	6.59	0.726658	
TCONS_00054495	XLOC_026289	tRNA-Pseudo	Pre	Post	1.20	DOWN	6.59	0.907509	
TCONS_00067883	XLOC_032429	-	Pre	Post	1.61	UP	6.59	0.804775	
CUFF.12886.2	CGI_10002295	.	Pre	Post	10.51	UP	6.58	0.753689	
CUFF.13076.1	CGI_10000353	.	Pre	Post	2.27	DOWN	6.58	0.765346	
CUFF.17995.1	CGI_10005303	.	Pre	Post	1.90	DOWN	6.58	0.792878	
CUFF.19921.4	CGI_10008703	.	Pre	Post	1.86	UP	6.58	0.777324	
CUFF.26119.3	CGI_10008616	.	Pre	Post	1.16	DOWN	6.58	0.916296	
CUFF.28412.4	CGI_10027673	.	Pre	Post	1.98	DOWN	6.58	0.744874	
CUFF.4896.4	CGI_10013195	.	Pre	Post	1.36	UP	6.58	0.881271	
CUFF.9317.3	CGI_10014876	.	Pre	Post	6.96	UP	6.58	0.705537	
EKC24999	CGI_10024058	.	Pre	Post	1.01	UP	6.58	0.993959	
EKC25373	CGI_10005341	.	Pre	Post	1.14	DOWN	6.58	0.930479	
EKC30471	CGI_10016533	.	Pre	Post	1.21	UP	6.58	0.905516	
TCONS_00011157	XLOC_005841	-	Pre	Post	2.14	UP	6.58	0.733349	
TCONS_00043094	XLOC_021201	-	Pre	Post	1.38	UP	6.58	0.88288	
TCONS_00059803	XLOC_028695	-	Pre	Post	1.10	DOWN	6.58	0.955718	
CUFF.13375.2	CGI_10018533	.	Pre	Post	2.67	UP	6.57	0.719755	
CUFF.13940.2	CGI_10010072	.	Pre	Post	1.90	DOWN	6.57	0.756636	
CUFF.15637.5	CGI_10017630	.	Pre	Post	1.27	DOWN	6.57	0.900313	
CUFF.16088.1	CGI_10020450	.	Pre	Post	1.61	UP	6.57	0.818158	
CUFF.19355.2	CGI_10007458	.	Pre	Post	1.11	DOWN	6.57	0.945363	
CUFF.23037.1	CGI_10018347	.	Pre	Post	4910.84	UP	6.57	0.726658	
CUFF.27323.2	CGI_10020713	.	Pre	Post	2.06	UP	6.57	0.658115	
CUFF.2841.1	CGI_10012341	.	Pre	Post	2.78	DOWN	6.57	0.716644	
CUFF.28632.1	CGI_10019211	.	Pre	Post	1.18	DOWN	6.57	0.880465	
CUFF.6303.2	CGI_10010366	.	Pre	Post	2.11	DOWN	6.57	0.821387	
CUFF.7168.2	CGI_10013217	.	Pre	Post	2.91	UP	6.57	0.826412	
CUFF.8741.2	CGI_10015155	.	Pre	Post	1.32	DOWN	6.57	0.912897	
EKC34519	CGI_10009469	.	Pre	Post	2.85	DOWN	6.57	0.726658	
EKC36810	CGI_10017442	.	Pre	Post	5.71	DOWN	6.57	0.768022	
EKC37108	CGI_10028336	.	Pre	Post	3.18	UP	6.57	0.845849	
EKC41655	CGI_10015739	.	Pre	Post	7.64	DOWN	6.57	0.355559	
TCONS_00000045	XLOC_000045	-	Pre	Post	1.79	UP	6.57	0.845378	
TCONS_00015659	XLOC_008048	-	Pre	Post	1.48	DOWN	6.57	0.873887	
TCONS_00016078	XLOC_008281	CGI_10024920	Pre	Post	2.10	UP	6.57	0.674941	
TCONS_00036254	XLOC_017710	-	Pre	Post	2.90	UP	6.57	0.590757	
CUFF.10976.1	CGI_10021896	.	Pre	Post	1.80	UP	6.56	0.779966	
CUFF.16652.4	CGI_10003523	.	Pre	Post	4.92	DOWN	6.56	0.76394	
CUFF.16771.3	CGI_10003780	.	Pre	Post	1.35	DOWN	6.56	0.858322	
CUFF.19480.1	CGI_10007708	.	Pre	Post	1.27	DOWN	6.56	0.866734	
CUFF.19688.2	CGI_10008240	.	Pre	Post	1.75	UP	6.56	0.726658	
CUFF.21558.14	CGI_10015572	.	Pre	Post	1.12	UP	6.56	0.94445	
CUFF.22727.3	CGI_10027517	.	Pre	Post	3.54	DOWN	6.56	0.726658	
CUFF.23859.4	CGI_10018777	.	Pre	Post	1.63	UP	6.56	0.829501	
CUFF.28417.2	CGI_10027677	.	Pre	Post	4.20	UP	6.56	0.726658	
EKC33494	CGI_10012195	.	Pre	Post	1.66	UP	6.56	0.793817	
EKC33744	CGI_10023278	.	Pre	Post	4.07	UP	6.56	0.30796	
TCONS_00001962	XLOC_001516	-	Pre	Post	2.50	DOWN	6.56	0.726658	
TCONS_00003657	XLOC_002278	-	Pre	Post	2.25	UP	6.56	0.765817	
TCONS_00011160	XLOC_005844	-	Pre	Post	1.07	UP	6.56	0.955664	
TCONS_00023306	XLOC_011740	-	Pre	Post	1.02	DOWN	6.56	0.991257	
TCONS_00051691	XLOC_025043	-	Pre	Post	4.60	DOWN	6.56	0.726658	
TCONS_00059629	XLOC_028612	-	Pre	Post	1.38	UP	6.56	0.912098	
TCONS_00062094	XLOC_029712	-	Pre	Post	1.72	DOWN	6.56	0.721924	
TCONS_00066733	XLOC_031875	CGI_10010357	Pre	Post	4.19	UP	6.56	0.72189	
TCONS_00072151	XLOC_034382	-	Pre	Post	1.38	DOWN	6.56	0.897787	
TCONS_00074389	XLOC_035401	CGI_10005967	Pre	Post	3.30	DOWN	6.56	0.751661	
CUFF.10491.10	CGI_10013804	.	Pre	Post	3.13	UP	6.55	0.800551	
CUFF.13657.3	CGI_10019128	.	Pre	Post	1.05	DOWN	6.55	0.973106	
CUFF.13724.3	CGI_10007939	.	Pre	Post	1.04	DOWN	6.55	0.98865	
CUFF.13933.4	CGI_10010064	.	Pre	Post	7.16	UP	6.55	0.753282	
CUFF.13992.3	CGI_10009772	.	Pre	Post	1.45	UP	6.55	0.781828	
CUFF.16319.5	CGI_10003224	.	Pre	Post	1.94	DOWN	6.55	0.860685	
CUFF.16514.3	CGI_10013970	.	Pre	Post	4.49	UP	6.55	0.514642	
CUFF.16533.1	CGI_10013986	.	Pre	Post	1.25	UP	6.55	0.882642	
CUFF.17025.2	CGI_10003927	.	Pre	Post	1.50	DOWN	6.55	0.906627	
CUFF.21408.1	CGI_10014581	.	Pre	Post	2.98	UP	6.55	0.686092	
CUFF.3305.4	CGI_10016956	.	Pre	Post	2.05	DOWN	6.55	0.874448	
CUFF.3490.2	CGI_10004578	.	Pre	Post	6.75	DOWN	6.55	0.726658	
CUFF.4428.1	CGI_10019048	.	Pre	Post	1.51	UP	6.55	0.894679	
CUFF.7449.9	CGI_10026480	.	Pre	Post	1.61	UP	6.55	0.813421	
CUFF.7642.1	CGI_10021272	.	Pre	Post	1.12	UP	6.55	0.92409	
CUFF.8072.5	CGI_10013037	.	Pre	Post	4.89	DOWN	6.55	0.457112	
EKC18208	CGI_10014582	.	Pre	Post	1.13	UP	6.55	0.942734	
EKC23111	CGI_10000455	.	Pre	Post	1.02	UP	6.55	0.984751	
EKC30662	CGI_10014684	.	Pre	Post	10.66	UP	6.55	0.512495	
EKC31296	CGI_10015835	.	Pre	Post	1.05	UP	6.55	0.969781	
EKC32815	CGI_10017209	.	Pre	Post	1.76	UP	6.55	0.735652	
EKC34594	CGI_10012944	.	Pre	Post	3.15	DOWN	6.55	0.498291	
TCONS_00005014	XLOC_002932	-	Pre	Post	15.00	UP	6.55	0.428959	
TCONS_00042839	XLOC_021088	-	Pre	Post	2.10	UP	6.55	0.740771	
CUFF.12440.1	CGI_10025353	.	Pre	Post	1.22	DOWN	6.54	0.936621	
CUFF.12845.1	CGI_10020040	.	Pre	Post	1.06	UP	6.54	0.979396	
CUFF.16593.1	CGI_10003453	.	Pre	Post	4.29	UP	6.54	0.853042	
CUFF.18123.2	CGI_10005550	.	Pre	Post	23.87	UP	6.54	0.726658	
CUFF.19687.5	CGI_10008238	.	Pre	Post	1.03	UP	6.54	0.981439	
CUFF.19807.7	CGI_10008557	.	Pre	Post	1.16	DOWN	6.54	0.923856	
CUFF.1998.6	CGI_10015741	.	Pre	Post	1.45	DOWN	6.54	0.803769	
CUFF.23359.2	CGI_10023684	.	Pre	Post	2.01	DOWN	6.54	0.816476	
CUFF.24900.3	CGI_10014179	.	Pre	Post	107.53	UP	6.54	0.701814	
CUFF.2601.1	CGI_10023029	.	Pre	Post	2.01	UP	6.54	0.726658	
CUFF.6220.3	CGI_10010010	.	Pre	Post	1.97	DOWN	6.54	0.726658	
CUFF.6804.2	CGI_10028599	.	Pre	Post	21.75	UP	6.54	0.328405	
TCONS_00033205	XLOC_016162	-	Pre	Post	2.56	UP	6.54	0.714254	
TCONS_00037436	XLOC_018352	CGI_10001322	Pre	Post	3.58	UP	6.54	0.555697	
TCONS_00066142	XLOC_031595	-	Pre	Post	4.06	UP	6.54	0.701652	
TCONS_00072950	XLOC_034726	-	Pre	Post	1.70	DOWN	6.54	0.73786	
CUFF.10530.1	CGI_10018472	.	Pre	Post	2.34	UP	6.53	0.609585	
CUFF.3274.3	CGI_10013003	.	Pre	Post	12.24	UP	6.53	0.726658	
CUFF.8592.5	CGI_10012383	.	Pre	Post	1.47	DOWN	6.53	0.856419	
CUFF.962.1	CGI_10001139	.	Pre	Post	4.14	DOWN	6.53	0.556753	
EKC30322	CGI_10024556	.	Pre	Post	1.92	DOWN	6.53	0.808264	
EKC33310	CGI_10000540	.	Pre	Post	1.37	UP	6.53	0.908132	
TCONS_00074579	XLOC_035493	-	Pre	Post	2.23	UP	6.53	0.759228	
CUFF.12525.3	CGI_10015830	.	Pre	Post	1.73	DOWN	6.52	0.905318	
CUFF.1528.3	CGI_10019759	.	Pre	Post	2.49	UP	6.52	0.908132	
CUFF.18979.3	CGI_10006793	.	Pre	Post	23.50	DOWN	6.52	0.7286	
CUFF.19292.1	CGI_10007331	.	Pre	Post	1.55	DOWN	6.52	0.748437	
CUFF.21454.1	CGI_10014649	.	Pre	Post	1.34	DOWN	6.52	0.84195	
CUFF.2500.2	CGI_10024539	.	Pre	Post	3.48	UP	6.52	0.76336	
CUFF.25005.3	CGI_10006924	.	Pre	Post	2.05	DOWN	6.52	0.766487	
EKC33596	CGI_10017748	.	Pre	Post	3.61	UP	6.52	0.726658	
TCONS_00011494	XLOC_006002	-	Pre	Post	7.09	DOWN	6.52	0.628187	
TCONS_00012938	XLOC_006668	-	Pre	Post	1.94	UP	6.52	0.726658	
TCONS_00053744	XLOC_025949	CGI_10010412	Pre	Post	2.45	UP	6.52	0.730006	
CUFF.18839.2	CGI_10006516	.	Pre	Post	1.03	DOWN	6.51	0.974195	
CUFF.20904.1	CGI_10011708	.	Pre	Post	1.88	DOWN	6.51	0.726658	
CUFF.21378.2	CGI_10014152	.	Pre	Post	10.78	UP	6.51	0.74204	
CUFF.2901.1	CGI_10013499	.	Pre	Post	1.45	UP	6.51	0.770555	
CUFF.3187.6	CGI_10011210	.	Pre	Post	2.62	DOWN	6.51	0.726658	
CUFF.4159.2	CGI_10016233	.	Pre	Post	4.07	DOWN	6.51	0.706066	
