ContigID	GOSlim_bin
contig71311	cell cycle and proliferation
contig13317	other metabolic processes
contig216306	other metabolic processes
contig219092	other metabolic processes
contig73313	signal transduction
contig105451_13134_78847_219108	stress response
contig192621	cell cycle and proliferation
contig93538	other biological processes
contig66815	other biological processes
contig212258	other biological processes
contig151568	transport
contig66148	signal transduction
contig147217	other metabolic processes
contig147199	protein metabolism
contig86116_213680	other metabolic processes
contig76271	protein metabolism
contig79107_139390	RNA metabolism
contig74584	other biological processes
contig91739	stress response
contig105718_156815	cell cycle and proliferation
contig210781	other biological processes
contig178891_181397	RNA metabolism
contig203675_103902	cell organization and biogenesis
contig180192_139337_58559	other metabolic processes
contig148856	protein metabolism
contig142693	other metabolic processes
contig177071	other metabolic processes
contig137712	protein metabolism
contig98354	other metabolic processes
contig120131	other biological processes
contig140406	transport
contig99970	developmental processes
contig8233	cell-cell signaling
contig193067_68207	protein metabolism
contig151799	other metabolic processes
contig74889	protein metabolism
contig114050	cell adhesion
contig157407	cell cycle and proliferation
contig150509	cell organization and biogenesis
contig147436	stress response
contig158679	protein metabolism
contig47890	protein metabolism
contig137701	cell organization and biogenesis
contig77201_113771_118240_130121	other biological processes
contig210056	other metabolic processes
contig74167_160319_110985_116057_150040_216583	protein metabolism
contig205850	DNA metabolism
contig109335_109040	cell organization and biogenesis
contig112756	DNA metabolism
contig65562	other biological processes
contig188909	protein metabolism
contig25789	transport
contig213901	signal transduction
contig148437	other biological processes
contig19400	other biological processes
contig600064	transport
contig176931	other metabolic processes
contig179352	RNA metabolism
contig24093_172125	other biological processes
contig138373	DNA metabolism
contig152225	cell-cell signaling
contig138596	other metabolic processes
contig112729	other metabolic processes
contig209053	other metabolic processes
contig78433_204812	other biological processes
contig75713_132719_110407	developmental processes
contig156931_115195_200280	protein metabolism
contig124486	signal transduction
contig116716	other biological processes
contig121322_74868	cell organization and biogenesis
contig116685	other biological processes
contig68234	cell-cell signaling
contig74360_111290	other biological processes
contig148733	other biological processes
contig212402	other metabolic processes
contig99144	cell organization and biogenesis
contig157707_73389	developmental processes
contig70779	transport
contig139033	stress response
contig205895	other biological processes
contig110064_146741	stress response
contig167794_12916	death
contig146439	other metabolic processes
contig153061_153536	other biological processes
contig179512_186518_218389_123439	other biological processes
contig950	other biological processes
contig80987	other biological processes
contig47115	cell organization and biogenesis
contig156992_73830	cell cycle and proliferation
contig152736	other metabolic processes
contig152909	other biological processes
contig203651_209700	other biological processes
contig145389	other biological processes
contig107359_23926_108104	RNA metabolism
contig169313	death
contig94383	protein metabolism
contig185163	cell organization and biogenesis
contig179863_9172_77355	signal transduction
contig108201	RNA metabolism
contig194768	cell organization and biogenesis
contig184647	other biological processes
contig151792_176591	other metabolic processes
contig208170	DNA metabolism
contig158080	cell-cell signaling
contig143625	cell adhesion
contig78581	stress response
contig150736	cell organization and biogenesis
contig3633	transport
contig25655	developmental processes
contig59292	transport
contig203672	other metabolic processes
contig138670	other metabolic processes
contig189003_171092	signal transduction
contig212529	stress response
contig193348	RNA metabolism
contig169207	signal transduction
contig99321	protein metabolism
contig127481	stress response
contig218895	other biological processes
contig159139_22861	signal transduction
contig145776	death
contig14443_119260	developmental processes
contig106276_194126	RNA metabolism
contig109999	cell cycle and proliferation
contig187012	protein metabolism
contig14499	other biological processes
contig169911	other metabolic processes
contig71572	stress response
contig101078	cell adhesion
contig147172_174704	transport
contig177094_115787	transport
contig14703_24352_93157_153249	other biological processes
contig24862	RNA metabolism
contig181795	stress response
contig148015	transport
contig147022	protein metabolism
contig193902	signal transduction
contig178910_107954_98821	other metabolic processes
contig215819	death
contig171638	other metabolic processes
contig138393_98771_191959_98448_145329_215200	RNA metabolism
contig112688_170707_146883	signal transduction
contig106790_99862_153506	cell organization and biogenesis
contig202444_149735_68940	RNA metabolism
contig169928_117238	other metabolic processes
contig69538	developmental processes
contig128322	RNA metabolism
contig177833	other biological processes
contig148568	RNA metabolism
contig145685	signal transduction
contig202154	RNA metabolism
contig169864	signal transduction
contig23654	RNA metabolism
contig156377	developmental processes
contig184993	other biological processes
contig145721	protein metabolism
contig204378	transport
contig211400	protein metabolism
contig208887_160928_119892	transport
contig171579_112489_90482	death
contig168916	stress response
contig153213	signal transduction
contig136730	RNA metabolism
contig147774	developmental processes
contig204651	developmental processes
contig6793	other biological processes
contig195213	other metabolic processes
contig81990	protein metabolism
contig81647_79368	other biological processes
contig77982	cell cycle and proliferation
contig108075	stress response
contig204281	RNA metabolism
contig160038	cell organization and biogenesis
contig138410	other biological processes
contig82693	cell adhesion
contig80575_600049_205604	other biological processes
contig13195_214059_211892	signal transduction
contig189278	other biological processes
contig1602	cell organization and biogenesis
contig186442	stress response
contig147019	stress response
contig146559_191353	other biological processes
contig65366_73140	stress response
contig139154_207108	transport
contig216430	protein metabolism
contig118952	stress response
contig26606_130860	cell organization and biogenesis
contig174541	other metabolic processes
contig145216	other biological processes
contig208367_47315	other biological processes
contig110838_167721_218723_110836_26469	RNA metabolism
contig210066	other metabolic processes
contig98531	other metabolic processes
contig156306	other biological processes
contig155842	signal transduction
contig195561	other biological processes
contig76532_72434	other biological processes
contig112272	protein metabolism
contig147938	RNA metabolism
contig153309_188810	RNA metabolism
contig149506	other biological processes
contig114764	other metabolic processes
contig148032	death
contig116524	protein metabolism
contig23801_107814	other metabolic processes
contig183484	other biological processes
contig97607	other metabolic processes
contig118934	cell-cell signaling
contig148613_107845_216777_165704_208464	cell organization and biogenesis
contig116742	other metabolic processes
contig195165	other metabolic processes
contig74668_212520	other metabolic processes
contig150743	other metabolic processes
contig118952	other biological processes
contig171526	other metabolic processes
contig180389	other biological processes
contig92465	other biological processes
contig153526	other metabolic processes
contig149045	developmental processes
contig13091_147790	other biological processes
contig48412	other biological processes
contig103238	other metabolic processes
contig74030	other metabolic processes
contig17079	other metabolic processes
contig195940	cell cycle and proliferation
contig4799	other biological processes
contig204295	other metabolic processes
contig171742	developmental processes
contig169260_112974_110218	cell cycle and proliferation
contig59281_147133	cell organization and biogenesis
contig111225	transport
contig175991	protein metabolism
contig15632_117793_170020_79720	signal transduction
contig165499	RNA metabolism
contig145154	stress response
contig177759	other metabolic processes
contig207431	signal transduction
contig104402	cell cycle and proliferation
contig187071	DNA metabolism
contig13975	protein metabolism
contig210785	signal transduction
contig97571_181998_117161_70589_140733	protein metabolism
contig219050	cell adhesion
contig73509	RNA metabolism
contig195982	other biological processes
contig147080_204640	other metabolic processes
contig75550	cell cycle and proliferation
contig16340_137404_71412_180832_151959	stress response
contig145752	signal transduction
contig166180	signal transduction
contig200619	transport
contig80002	other biological processes
contig19136	other biological processes
contig96370	developmental processes
contig110011	other metabolic processes
contig178335	other metabolic processes
contig151933	other metabolic processes
contig149532	protein metabolism
contig99674	developmental processes
contig203769	other biological processes
contig78710	RNA metabolism
contig2717	RNA metabolism
contig196461	protein metabolism
contig209917	developmental processes
contig72591	cell cycle and proliferation
contig113421	other biological processes
contig152866	cell adhesion
contig145781	protein metabolism
contig182829	transport
contig164916	RNA metabolism
contig199682_204264_139495	other metabolic processes
contig103899	other biological processes
contig145100	developmental processes
contig195254	other biological processes
contig109530_169158	other biological processes
contig4824_77183	signal transduction
contig56978	death
contig24474_8625_16301	other biological processes
contig213159	transport
contig71841	death
contig82608	signal transduction
contig71854	other biological processes
contig117522	developmental processes
contig77112	signal transduction
contig153775	stress response
contig54398	cell cycle and proliferation
contig204757	other biological processes
contig175616	developmental processes
contig78162	cell cycle and proliferation
contig119231	cell cycle and proliferation
contig150832_55109_180850	cell organization and biogenesis
contig194380	other metabolic processes
contig124001	RNA metabolism
contig216198	developmental processes
contig160394	signal transduction
contig164778	DNA metabolism
contig73385	signal transduction
contig59420_208168	signal transduction
contig59060	protein metabolism
contig218499	other metabolic processes
contig70890	cell organization and biogenesis
contig157707_73389	cell organization and biogenesis
contig171770	death
contig73587	other biological processes
contig209568	developmental processes
contig211481	RNA metabolism
contig147890	protein metabolism
contig127893	DNA metabolism
contig196579	other metabolic processes
contig146878	cell cycle and proliferation
contig158811	cell-cell signaling
contig147103	other metabolic processes
contig130498_187044	other biological processes
contig185005	other biological processes
contig108191	protein metabolism
contig91000	RNA metabolism
contig110277	DNA metabolism
contig147842	stress response
contig169237	cell organization and biogenesis
contig158042_207941	other metabolic processes
contig117408	signal transduction
contig211422	death
contig113847_26726_218706_600004	RNA metabolism
contig14403	cell organization and biogenesis
contig152426	cell cycle and proliferation
contig181542_82473_90563	cell-cell signaling
contig173414	cell organization and biogenesis
contig147517	RNA metabolism
contig149706_180301_115078_158325	signal transduction
contig148557	RNA metabolism
contig600022	other biological processes
contig69804_158563	other biological processes
contig66597	RNA metabolism
contig182455_116143_186576_147866	other biological processes
contig138407	transport
contig169183	other biological processes
contig151254_131525	cell organization and biogenesis
contig10014	transport
contig186703	RNA metabolism
contig109271_81674	other metabolic processes
contig108745	other biological processes
contig23329	transport
contig203239_105334	DNA metabolism
contig149331	cell organization and biogenesis
contig203466	protein metabolism
contig24189	transport
contig79456_98214_18242_43458	RNA metabolism
contig157432_49363_15484	other biological processes
contig108075	other biological processes
contig12011	other biological processes
contig204546_21876	developmental processes
contig151397	RNA metabolism
contig147022	other metabolic processes
contig149078_57008	cell-cell signaling
contig150898	other metabolic processes
contig118317_219312	signal transduction
contig187377	transport
contig185806	transport
contig115709	developmental processes
contig72264_138659	signal transduction
contig71400	signal transduction
contig153355	transport
contig150119	protein metabolism
contig152485	cell organization and biogenesis
contig178322	other metabolic processes
contig210778	cell organization and biogenesis
contig207288	signal transduction
contig148359	other metabolic processes
contig204675	transport
contig203552	cell organization and biogenesis
contig97480	developmental processes
contig175905_115541	death
contig9498_69139	RNA metabolism
contig79283	cell cycle and proliferation
contig208489	DNA metabolism
contig187190	other metabolic processes
contig204194_204849	cell organization and biogenesis
contig180268	developmental processes
contig81381	cell organization and biogenesis
contig182575_204777	protein metabolism
contig145147	other biological processes
contig22893	other biological processes
contig148932	DNA metabolism
contig73952_97142	cell cycle and proliferation
contig138191_176185	other biological processes
contig146118	protein metabolism
contig71519	protein metabolism
contig160053	signal transduction
contig146484_12403	other metabolic processes
contig105255	other biological processes
contig176337	other metabolic processes
contig17290_74568_97598	other biological processes
contig147037	protein metabolism
contig218470	signal transduction
contig171484	protein metabolism
contig161161_99843	stress response
contig179513	protein metabolism
contig110114	protein metabolism
contig19213_191575	other metabolic processes
contig203717	cell cycle and proliferation
contig199495	other metabolic processes
contig75351	RNA metabolism
contig148894	other metabolic processes
contig78281	cell cycle and proliferation
contig117602_150538	cell organization and biogenesis
contig202041_179123_107837_112217	signal transduction
contig211139	other biological processes
contig105262	transport
contig600111	signal transduction
contig208003	developmental processes
contig205814	developmental processes
contig66071_96635	RNA metabolism
contig150046	stress response
contig1328_204256	protein metabolism
contig75971_104383	other biological processes
contig68759_210701_78220_212597_196214	signal transduction
contig182871	other metabolic processes
contig203717	signal transduction
contig76408	other biological processes
contig209403	stress response
contig118916	cell-cell signaling
contig169622	other metabolic processes
contig153662_182024	RNA metabolism
contig138289	other biological processes
contig218941	transport
contig124461	cell cycle and proliferation
contig100341	DNA metabolism
contig171533	RNA metabolism
contig147070_192724_108227	cell cycle and proliferation
contig112360	other metabolic processes
contig52948_182462	cell cycle and proliferation
contig60724	cell cycle and proliferation
contig151013	other biological processes
contig56274	developmental processes
contig214080	signal transduction
contig130526	protein metabolism
contig111863	DNA metabolism
contig180783_153029_172103	cell adhesion
contig205188	signal transduction
contig181795	cell adhesion
contig76527	other metabolic processes
contig168161_53547	other metabolic processes
contig153273	transport
contig182567	transport
contig13924	cell organization and biogenesis
contig194536_155503_78018	other metabolic processes
contig113439_203099_170595_14848	RNA metabolism
contig116721	cell organization and biogenesis
contig149513	other biological processes
contig207312	other metabolic processes
contig109335_109040	signal transduction
contig152086_121449	other metabolic processes
contig98321_145177_203088	cell cycle and proliferation
contig75439	protein metabolism
contig177559	other biological processes
contig178141	cell organization and biogenesis
contig148078	RNA metabolism
contig216472	other biological processes
contig178698_211602	cell cycle and proliferation
contig148169	other metabolic processes
contig189847	other biological processes
contig18832_205563	cell organization and biogenesis
contig74623	transport
contig158179	protein metabolism
contig113094	cell cycle and proliferation
contig204235_209830	cell organization and biogenesis
contig80338	developmental processes
contig71337_210475	signal transduction
contig181656	other metabolic processes
contig170352	RNA metabolism
contig204372_8657_170896	RNA metabolism
contig24093_172125	other metabolic processes
contig109958_105816	other biological processes
contig204423_72280	RNA metabolism
contig174469	signal transduction
contig124550_153083	other biological processes
contig157808	other biological processes
contig71445	signal transduction
contig213798	cell adhesion
contig176976	RNA metabolism
contig190054	RNA metabolism
contig73399	signal transduction
contig151232	RNA metabolism
contig217111	other metabolic processes
contig99368	other biological processes
contig131222	protein metabolism
contig49850	developmental processes
contig98609	other biological processes
contig14403	developmental processes
contig100010	cell-cell signaling
contig176931	other biological processes
contig206829	developmental processes
contig176035	other biological processes
contig20670_91150_116359	RNA metabolism
contig19361	signal transduction
contig147912_72201	transport
contig72143	signal transduction
contig145232	developmental processes
contig78058	cell-cell signaling
contig194710	protein metabolism
contig214033	other biological processes
contig181087_191398	other biological processes
contig188836	cell organization and biogenesis
contig153316	other metabolic processes
contig151109	cell organization and biogenesis
contig47404_177640_159949	developmental processes
contig185023	protein metabolism
contig118085_132963	protein metabolism
contig211136_81757_209806	other metabolic processes
contig174768	other biological processes
contig80364	signal transduction
contig6359	other biological processes
contig98746	cell-cell signaling
contig209218_148062	other biological processes
contig177312	stress response
contig53117	protein metabolism
contig151277	signal transduction
contig110303	transport
contig177126_92563	DNA metabolism
contig100357	DNA metabolism
contig109112	protein metabolism
contig54398	developmental processes
contig75351	DNA metabolism
contig158241	death
contig54818	cell adhesion
contig146969	protein metabolism
contig145466	RNA metabolism
contig211703	other biological processes
contig15062_151578_108025	other biological processes
contig170129	developmental processes
contig78162	developmental processes
contig132895	protein metabolism
contig185077	RNA metabolism
contig158204	other metabolic processes
contig204551	other metabolic processes
contig53287	other biological processes
contig21582	other biological processes
contig153140	cell organization and biogenesis
contig19803	transport
contig97279_92738_153547	other biological processes
contig156556	death
contig152806	RNA metabolism
contig69993	other biological processes
contig177389_112973_170419_130317_77123	other biological processes
contig206829	cell organization and biogenesis
contig76867	signal transduction
contig94089	transport
contig174783_217278	other metabolic processes
contig151508	transport
contig153834	other biological processes
contig75353	other metabolic processes
contig77438	signal transduction
contig115049	other metabolic processes
contig75803	RNA metabolism
contig191926	protein metabolism
contig109737	stress response
contig17589	other biological processes
contig82641	signal transduction
contig169502	signal transduction
contig1796	other metabolic processes
contig147580	RNA metabolism
contig12306	cell organization and biogenesis
contig4366	protein metabolism
contig157682	other metabolic processes
contig100357	cell organization and biogenesis
contig205274	transport
contig15690	other biological processes
contig600022	stress response
contig182455_116143_186576_147866	stress response
contig114048_147836	transport
contig81305	transport
contig145645	protein metabolism
contig17319	RNA metabolism
contig147575	cell organization and biogenesis
contig180919	other biological processes
contig79102	death
contig147112	other metabolic processes
contig123670	stress response
contig182908	stress response
contig169340	cell organization and biogenesis
contig49970_205299_79209_16752_153278	other metabolic processes
contig204436	other metabolic processes
contig111137_104416_178298	other metabolic processes
contig195345_77312	RNA metabolism
contig99324	other biological processes
contig149904	other biological processes
contig77223	protein metabolism
contig205619	DNA metabolism
contig206035	developmental processes
contig79736_155569	developmental processes
contig26606_130860	developmental processes
contig169349	other metabolic processes
contig151268	other biological processes
contig66868	RNA metabolism
contig147080_204640	developmental processes
contig78281	developmental processes
contig108067	transport
contig153092	transport
contig93872	death
contig174403	other biological processes
contig15091_77059_74773_71544_204820_600054	cell organization and biogenesis
contig158940	protein metabolism
contig110712	other metabolic processes
contig191474	cell cycle and proliferation
contig83282	RNA metabolism
contig115826	transport
contig82468	cell organization and biogenesis
contig148967	DNA metabolism
contig178234	other biological processes
contig152085	cell-cell signaling
contig74889	other metabolic processes
contig149642_109026_208143	other biological processes
contig151334	RNA metabolism
contig168916	other biological processes
contig169133	signal transduction
contig25681	protein metabolism
contig180388_147944_169768	other biological processes
contig150863	other metabolic processes
contig11931	cell-cell signaling
contig210237	DNA metabolism
contig149909	cell organization and biogenesis
contig9516	other metabolic processes
contig19850_116706	other metabolic processes
contig182538	transport
contig58356	transport
contig95226	RNA metabolism
contig139051	stress response
contig175018	protein metabolism
contig44542_55363_151859	other biological processes
contig139619_119147	death
contig152686_105485	protein metabolism
contig147913	developmental processes
contig12959_213906	RNA metabolism
contig125028	cell organization and biogenesis
contig180399_153252	other metabolic processes
contig202120	RNA metabolism
contig97185	RNA metabolism
contig153581	signal transduction
contig153433_118970_80907_119590_152403_205690_116105	RNA metabolism
contig138518	other metabolic processes
contig118095	protein metabolism
contig68912	other metabolic processes
contig79841_173655	RNA metabolism
contig69883	developmental processes
contig139436	other metabolic processes
contig152478	other biological processes
contig108579	cell cycle and proliferation
contig152464	signal transduction
contig114104_138225_145767_114347	other biological processes
contig169906	RNA metabolism
contig600239_169456_109690	other biological processes
contig212619	other metabolic processes
contig177769	other metabolic processes
contig112936	transport
contig152069	developmental processes
contig79032	DNA metabolism
contig175593	protein metabolism
contig182658	signal transduction
contig204872_205161	cell organization and biogenesis
contig137494_212123	other biological processes
contig188903_205952	other biological processes
contig177696	other biological processes
contig150559	other metabolic processes
contig8299	other metabolic processes
contig117735_156558	stress response
contig170320	other biological processes
contig145721	transport
contig13975	other metabolic processes
contig177047	protein metabolism
contig92959_112997	cell organization and biogenesis
contig113635	cell cycle and proliferation
contig117347_138609	other metabolic processes
contig58821	developmental processes
contig174488	developmental processes
contig159093_171751	RNA metabolism
contig179027	cell adhesion
contig212529	other biological processes
contig181507_171509	other metabolic processes
contig115244	protein metabolism
contig175909	transport
contig189068	cell organization and biogenesis
contig72411	developmental processes
contig20079	developmental processes
contig150691	cell adhesion
contig97630_105893	transport
contig195311_194729	cell adhesion
contig131476	signal transduction
contig22312_168764_70408	developmental processes
contig207997	cell organization and biogenesis
contig148582	signal transduction
contig79864_148237	other biological processes
contig150702	developmental processes
contig181071	other biological processes
contig175552	signal transduction
contig78323_140600	RNA metabolism
contig126995	protein metabolism
contig203572	cell cycle and proliferation
contig107444	other metabolic processes
contig140918_157959	transport
contig140789	other biological processes
contig48463	other biological processes
contig106020	cell cycle and proliferation
contig60554_109491	cell organization and biogenesis
contig152931_81862	transport
contig112833	developmental processes
contig132207	other metabolic processes
contig164811	other biological processes
contig211680_78383_158932_212493_204847	cell organization and biogenesis
contig149702	RNA metabolism
contig71846	stress response
contig146118	other metabolic processes
contig204887	signal transduction
contig189824	signal transduction
contig83180	DNA metabolism
contig193255	developmental processes
contig73444	other biological processes
contig59779	signal transduction
contig117735_156558	developmental processes
contig600056	transport
contig151421	developmental processes
contig215685_102818	transport
contig191772	RNA metabolism
contig99256	other biological processes
contig13414_151901	transport
contig194716	other metabolic processes
contig148179	signal transduction
contig208195	other metabolic processes
contig156377	cell organization and biogenesis
contig189991	other metabolic processes
contig147774	cell organization and biogenesis
contig81052	other biological processes
contig209343	RNA metabolism
contig105906_160215	protein metabolism
contig74431_119248	cell cycle and proliferation
contig79993	RNA metabolism
contig85697	RNA metabolism
contig19926	transport
contig77289	RNA metabolism
contig109737	other biological processes
contig104402	developmental processes
contig26228	stress response
contig10459	protein metabolism
contig151678	other metabolic processes
contig107549	other biological processes
contig59882	death
contig68250	other metabolic processes
contig143790	protein metabolism
contig212837_138109	developmental processes
contig600035	cell organization and biogenesis
contig203575	other metabolic processes
contig96499	cell adhesion
contig33153_206025	cell organization and biogenesis
contig152619	RNA metabolism
contig146860	stress response
contig177833	stress response
contig210840	DNA metabolism
contig213908	other metabolic processes
contig133154	RNA metabolism
contig20261	other metabolic processes
contig147032	other biological processes
contig205806_114568	cell cycle and proliferation
contig99611_146378	cell cycle and proliferation
contig600079	transport
contig217334	other metabolic processes
contig179090	stress response
contig177860	stress response
contig115095	other biological processes
contig75672_104621_181988	RNA metabolism
contig174783_217278	cell organization and biogenesis
contig145232	cell organization and biogenesis
contig208491	protein metabolism
contig47471	death
contig74246	other biological processes
contig137613	other biological processes
contig151989	developmental processes
contig8613_14190_58643	stress response
contig106003_146038	death
contig212402	other biological processes
contig77525	other metabolic processes
contig191111	other metabolic processes
contig209826	stress response
contig83180	cell organization and biogenesis
contig106890	cell cycle and proliferation
contig208380	other metabolic processes
contig23650	transport
contig152588	transport
contig151421	death
contig153331	protein metabolism
contig195940	developmental processes
contig129533	cell-cell signaling
contig70250	developmental processes
contig205339_209529	protein metabolism
contig177718	cell organization and biogenesis
contig209266	other metabolic processes
contig14343_196563_160446	RNA metabolism
contig136494	other biological processes
contig194916	transport
contig178529	other metabolic processes
contig120125	protein metabolism
contig26688	other biological processes
contig145665	signal transduction
contig153266	transport
contig147788	other biological processes
contig182527	stress response
contig147381	signal transduction
contig209343	DNA metabolism
contig107174_178201	death
contig55493	other biological processes
contig178059	other metabolic processes
contig176544	signal transduction
contig145012	developmental processes
contig169691	protein metabolism
contig191763_152249_15076	cell cycle and proliferation
contig140594	other metabolic processes
contig177573_174738_205250	stress response
contig78369	other biological processes
contig157598	developmental processes
contig147892	DNA metabolism
contig131304	protein metabolism
contig74565_105464	cell organization and biogenesis
contig191933_126316	cell-cell signaling
contig110410_184557_147700_202559_176745	transport
contig54776	protein metabolism
contig212538	other biological processes
contig147007	signal transduction
contig92662	developmental processes
contig78421	other metabolic processes
contig77879	signal transduction
contig106972	protein metabolism
contig18493_192017	other biological processes
contig59969	other metabolic processes
contig146100	cell-cell signaling
contig182389	other biological processes
contig114035	other biological processes
contig192582	cell organization and biogenesis
contig72844	RNA metabolism
contig146377	other biological processes
contig212319	DNA metabolism
contig23740	signal transduction
contig147904	other biological processes
contig176983	cell organization and biogenesis
contig159931	stress response
contig54742	cell adhesion
contig186997_189048	signal transduction
contig59386	protein metabolism
contig151251	protein metabolism
contig15356_73356	signal transduction
contig204858	transport
contig65606_193634	other biological processes
contig152951	death
contig189128_176436	other metabolic processes
contig112583	other biological processes
contig14113_22384	death
contig180203_218815	other metabolic processes
contig145530	stress response
contig169522	other biological processes
contig55653_25902	other biological processes
contig170141	other biological processes
contig22386_175886	protein metabolism
contig153276	signal transduction
contig153475	protein metabolism
contig76519	other biological processes
contig107824	transport
contig211868	other metabolic processes
contig72788	protein metabolism
contig193894_64489	protein metabolism
contig213866	protein metabolism
contig177558	RNA metabolism
contig108922	transport
contig190719	cell adhesion
contig149861	RNA metabolism
contig111737	other biological processes
contig133391	cell cycle and proliferation
contig13164	other biological processes
contig175909	DNA metabolism
contig174718	protein metabolism
contig137712	stress response
contig148020	developmental processes
contig118646	cell cycle and proliferation
contig131269_180473_118320	other metabolic processes
contig168672	RNA metabolism
contig79266	DNA metabolism
contig153223	other biological processes
contig93387	developmental processes
contig171874	signal transduction
contig104186	other metabolic processes
contig203499	other biological processes
contig77102	developmental processes
contig75643	DNA metabolism
contig20754	protein metabolism
contig131384_151292	transport
contig177119	other biological processes
contig148877_171028	developmental processes
contig104277_20004	transport
contig10849	protein metabolism
contig103425_149272_167527_211115	RNA metabolism
contig106854	other metabolic processes
contig97366	transport
contig92662	death
contig164865_1346	protein metabolism
contig68203	transport
contig112079_118285	transport
contig148479	developmental processes
contig75968	stress response
contig192670	protein metabolism
contig150181	other biological processes
contig196008_74613_169873	stress response
contig54913	transport
contig68883	other metabolic processes
contig147736	protein metabolism
contig151962	stress response
contig104095	cell organization and biogenesis
contig151977_209730_211064	developmental processes
contig14252_104298_212521	other metabolic processes
contig156235_210570_195641	cell organization and biogenesis
contig151860	signal transduction
contig148391	other biological processes
contig164676_74916_12360_178135_177977	other metabolic processes
contig211213	other metabolic processes
contig73746	developmental processes
contig68333	cell cycle and proliferation
contig211800	protein metabolism
contig218486	other metabolic processes
contig170129	cell cycle and proliferation
contig97765	cell organization and biogenesis
contig177047	death
contig176038	cell organization and biogenesis
contig170277_177948	other biological processes
contig13904	cell organization and biogenesis
contig105052	protein metabolism
contig137700	transport
contig19546	DNA metabolism
contig110167	transport
contig149951	other metabolic processes
contig176880	stress response
contig217627	other metabolic processes
contig156235_210570_195641	other metabolic processes
contig156501	other biological processes
contig169291	protein metabolism
contig104468_111177_215708	signal transduction
contig140246	RNA metabolism
contig143633	other metabolic processes
contig147414	cell organization and biogenesis
contig167657	protein metabolism
contig111495_153161	RNA metabolism
contig147236	transport
contig79385	cell organization and biogenesis
contig75934	other metabolic processes
contig69290_79583_138673	developmental processes
contig80399_114353	protein metabolism
contig114176	cell organization and biogenesis
contig16617	developmental processes
contig185648	DNA metabolism
contig189759_82779_78955_178081	other metabolic processes
contig8248_6732_14081_97654_170876_18073_105904	developmental processes
contig146898	cell cycle and proliferation
contig52452_118960	RNA metabolism
contig148620	cell organization and biogenesis
contig119121	other biological processes
contig215432_180406_213588	other biological processes
contig169650	transport
contig147460	developmental processes
contig10821	other metabolic processes
contig79474	other biological processes
contig140801_116503_151042	stress response
contig147421	protein metabolism
contig115219	cell organization and biogenesis
contig72893	stress response
contig55928_109216	protein metabolism
contig111135_171109	protein metabolism
contig172093	protein metabolism
contig151364	other metabolic processes
contig182567	other metabolic processes
contig112007_150291_111307	cell organization and biogenesis
contig189488	other metabolic processes
contig97480	cell adhesion
contig150795	transport
contig155554_6023_108237	other metabolic processes
contig11764	cell cycle and proliferation
contig184194	other metabolic processes
contig117477	RNA metabolism
contig176722	signal transduction
contig146115_22347_73963	other metabolic processes
contig150946	other biological processes
contig171487	developmental processes
contig170772_46170	other metabolic processes
contig106217	cell organization and biogenesis
contig150269	signal transduction
contig212873	signal transduction
contig115625	protein metabolism
contig25086	other biological processes
contig194171_73127	signal transduction
contig152966	developmental processes
contig205208	other metabolic processes
contig110757	transport
contig145401	stress response
contig209217	cell organization and biogenesis
contig108537	protein metabolism
contig145294_114125	developmental processes
contig149045	protein metabolism
contig74650	other metabolic processes
contig152069	cell cycle and proliferation
contig131822	transport
contig191892_153521_182412_178512_59234	protein metabolism
contig109456	other metabolic processes
contig23157	other biological processes
contig26036_203699	cell organization and biogenesis
contig109173	protein metabolism
contig83028	cell cycle and proliferation
contig168918_137370_107333_104715	transport
contig114418	cell organization and biogenesis
contig108697	cell adhesion
contig97825	other metabolic processes
contig196294	transport
contig156377	death
contig217049_185378	protein metabolism
contig3144	other biological processes
contig71879	stress response
contig209023	other metabolic processes
contig174621	protein metabolism
contig96501	other metabolic processes
contig82051	other metabolic processes
contig208538	cell cycle and proliferation
contig70893	developmental processes
contig129100	developmental processes
contig148084	developmental processes
contig209671_74845	protein metabolism
contig117730	stress response
contig170345	RNA metabolism
contig157500_147743_157928	cell organization and biogenesis
contig151754	other metabolic processes
contig74049_107631_77935	other metabolic processes
contig145296	cell organization and biogenesis
contig176212	transport
contig187535	stress response
contig75416_113060_24837_192575_177132	other metabolic processes
contig120303_132423_99335	other metabolic processes
contig56445	cell adhesion
contig178586_175684_23849_160956_208272_145368_153923_22431	signal transduction
contig151576	RNA metabolism
contig162028	other biological processes
contig78033_116423	protein metabolism
contig147205_155780	RNA metabolism
contig193281	cell-cell signaling
contig139348	other metabolic processes
contig101135	signal transduction
contig149145	other metabolic processes
contig117653_194909	transport
contig151421	cell cycle and proliferation
contig209937	developmental processes
contig70619	RNA metabolism
contig98609	protein metabolism
contig81263_107449	cell organization and biogenesis
contig152406	cell adhesion
contig97381	developmental processes
contig70152	transport
contig153223	protein metabolism
contig60120_186654_112890_114515	protein metabolism
contig110413	transport
contig131085_192449	other metabolic processes
contig110085	other biological processes
contig108537	other biological processes
contig23677	other metabolic processes
contig137710	protein metabolism
contig22885	transport
contig169183	transport
contig174577	RNA metabolism
contig55878_108221_116640	protein metabolism
contig164882	other metabolic processes
contig169275	RNA metabolism
contig131502	transport
contig105487_216662_159668	protein metabolism
contig147863	protein metabolism
