ContigID	term	GOSlim_bin	aspect	ProteinName
Haliotis_kam_contig1164	response to inorganic substance	other biological processes	P	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)
Haliotis_kam_contig2897	response to iron ion	other biological processes	P	Superoxide dismutase [Cu-Zn] 2 (EC 1.15.1.1)
Haliotis_kam_contig5388	response to iron ion	other biological processes	P	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)
Haliotis_kam_contig168	response to zinc ion	other biological processes	P	"Malate dehydrogenase, cytoplasmic (EC 1.1.1.37) (PP37)"
Haliotis_kam_contig6060	regulation of meristem growth	developmental processes	P	Endoplasmin homolog (Glucose-regulated protein 94 homolog) (GRP-94 homolog) (HSP90-like protein 7) (Protein SHEPHERD)
Haliotis_kam_contig2705	trichome morphogenesis	developmental processes	P	40S ribosomal protein S13-1
Haliotis_kam_contig2705	trichome morphogenesis	cell organization and biogenesis	P	40S ribosomal protein S13-1
Haliotis_kam_contig8358	trichome morphogenesis	developmental processes	P	40S ribosomal protein S13-2
Haliotis_kam_contig8358	trichome morphogenesis	cell organization and biogenesis	P	40S ribosomal protein S13-2
Haliotis_kam_contig1164	response to chlorate	other biological processes	P	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)
Haliotis_kam_contig1494	body morphogenesis	other biological processes	P	40S ribosomal protein S12
Haliotis_kam_contig3529	body morphogenesis	other biological processes	P	Transcription factor BTF3 homolog (Inhibitor of cell death 1)
Haliotis_kam_contig5325	body morphogenesis	other biological processes	P	Protein disulfide-isomerase 2 (EC 5.3.4.1) (PDI 1) (Prolyl 4-hydroxylase subunit beta-2)
Haliotis_kam_contig879	body morphogenesis	other biological processes	P	Spliceosome RNA helicase DDX39B homolog (EC 3.6.4.13) (DEAD box protein UAP56)
Haliotis_kam_contig61	regulation of cellular defense response	stress response	P	Fucolectin-1
Haliotis_kam_contig2897	response to ozone	other biological processes	P	Superoxide dismutase [Cu-Zn] 2 (EC 1.15.1.1)
Haliotis_kam_contig5900	response to organic nitrogen	other biological processes	P	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Haliotis_kam_contig6721	response to organic nitrogen	other biological processes	P	Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3)
Haliotis_kam_contig928	response to selenium ion	other biological processes	P	Selenoprotein W (SelW)
Haliotis_kam_contig639	heat acclimation	stress response	P	Heat shock protein 81-3 (HSP81-3) (Gravity-specific protein GSC 381)
Haliotis_kam_contig4342	regulation of hydrogen peroxide metabolic process	other metabolic processes	P	Peroxiredoxin-2 (EC 1.11.1.15) (Thiol-specific antioxidant protein) (TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1)
Haliotis_kam_contig1041	cullin deneddylation	protein metabolism	P	COP9 signalosome complex subunit 6 (SGN6) (Signalosome subunit 6) (JAB1-containing signalosome subunit 6)
Haliotis_kam_contig3334	cullin deneddylation	protein metabolism	P	COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4)
Haliotis_kam_contig245	negative regulation of peptidase activity	other biological processes	P	Kunitz-type proteinase inhibitor 5 II (SA5 II)
Haliotis_kam_contig2625	negative regulation of peptidase activity	other biological processes	P	BPTI/Kunitz domain-containing protein (Fragment)
Haliotis_kam_contig3527	negative regulation of peptidase activity	other biological processes	P	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
Haliotis_kam_contig5370	negative regulation of peptidase activity	other biological processes	P	Toxin APEKTx1
Haliotis_kam_contig548	negative regulation of peptidase activity	other biological processes	P	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
Haliotis_kam_contig745	negative regulation of peptidase activity	other biological processes	P	Equistatin
Haliotis_kam_contig752	negative regulation of peptidase activity	other biological processes	P	Protease inhibitor 1 (Venom basic protease inhibitor 1) (Venom trypsin inhibitor I) (cVamTi)
Haliotis_kam_contig102	gene expression	other metabolic processes	P	60S ribosomal protein L21
Haliotis_kam_contig1119	gene expression	other metabolic processes	P	U2 small nuclear ribonucleoprotein B'' (U2 snRNP B'')
Haliotis_kam_contig1279	gene expression	other metabolic processes	P	Translocon-associated protein subunit gamma (TRAP-gamma) (Signal sequence receptor subunit gamma) (SSR-gamma)
Haliotis_kam_contig1537	gene expression	other metabolic processes	P	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)
Haliotis_kam_contig2661	gene expression	other metabolic processes	P	Eukaryotic translation elongation factor 1 epsilon-1 (Aminoacyl tRNA synthetase complex-interacting multifunctional protein 3) (Elongation factor p18) (Multisynthase complex auxiliary component p18)
Haliotis_kam_contig268	gene expression	other metabolic processes	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Haliotis_kam_contig281	gene expression	other metabolic processes	P	60S ribosomal protein L18a
Haliotis_kam_contig3043	gene expression	other metabolic processes	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig464	gene expression	other metabolic processes	P	"40S ribosomal protein S5 [Cleaved into: 40S ribosomal protein S5, N-terminally processed]"
Haliotis_kam_contig5602	gene expression	other metabolic processes	P	26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5)
Haliotis_kam_contig58	gene expression	other metabolic processes	P	60S ribosomal protein L13a (23 kDa highly basic protein)
Haliotis_kam_contig5900	gene expression	other metabolic processes	P	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Haliotis_kam_contig6196	gene expression	other metabolic processes	P	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)
Haliotis_kam_contig6423	gene expression	other metabolic processes	P	Regulator of nonsense transcripts 2 (Nonsense mRNA reducing factor 2) (Up-frameshift suppressor 2 homolog) (hUpf2)
Haliotis_kam_contig7700	gene expression	other metabolic processes	P	26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))
Haliotis_kam_contig8375	gene expression	other metabolic processes	P	"Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)"
Haliotis_kam_contig84	gene expression	other metabolic processes	P	60S ribosomal protein L12
Haliotis_kam_contig8041	regulation of receptor activity	other biological processes	P	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16)
Haliotis_kam_contig1932	RNA secondary structure unwinding	RNA metabolism	P	Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)
Haliotis_kam_contig3817	RNA secondary structure unwinding	RNA metabolism	P	Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)
Haliotis_kam_contig8415	RNA secondary structure unwinding	RNA metabolism	P	Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (DEAD box protein UAP56)
Haliotis_kam_contig1335	regulation of autophagy	other metabolic processes	P	Protein lethal(2)essential for life (Protein Efl21)
Haliotis_kam_contig8402	negative regulation of autophagy	other metabolic processes	P	Death-associated protein 1 (DAP-1)
Haliotis_kam_contig3751	positive regulation of endothelial cell migration	other biological processes	P	Angio-associated migratory cell protein
Haliotis_kam_contig3405	positive regulation of gene expression	other metabolic processes	P	DNA-binding protein inhibitor ID-2-A (Inhibitor of DNA binding 2-A) (XId2)
Haliotis_kam_contig5343	positive regulation of gene expression	other metabolic processes	P	Protein odd-skipped-related 2
Haliotis_kam_contig3405	negative regulation of gene expression	other metabolic processes	P	DNA-binding protein inhibitor ID-2-A (Inhibitor of DNA binding 2-A) (XId2)
Haliotis_kam_contig8567	negative regulation of epithelial cell migration	other biological processes	P	CD63 antigen (Mast cell antigen AD1) (CD antigen CD63)
Haliotis_kam_contig1189	negative regulation of platelet-derived growth factor receptor signaling pathway	signal transduction	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig6389	negative regulation of platelet-derived growth factor receptor signaling pathway	signal transduction	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig8041	negative regulation of epithelial to mesenchymal transition	developmental processes	P	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16)
Haliotis_kam_contig8041	negative regulation of epithelial to mesenchymal transition	cell organization and biogenesis	P	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16)
Haliotis_kam_contig1030	regulation of protein kinase A signaling cascade	signal transduction	P	A-kinase anchor protein 7 isoform gamma (AKAP-7 isoform gamma) (A-kinase anchor protein 18 kDa) (AKAP 18) (Protein kinase A-anchoring protein 7 isoform gamma) (PRKA7 isoform gamma)
Haliotis_kam_contig1189	negative regulation of sodium ion transport	transport	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig2247	positive regulation of cell-substrate adhesion	cell adhesion	P	ADP-ribosylation factor-like protein 2
Haliotis_kam_contig7116	negative regulation of phosphatase activity	other metabolic processes	P	U3 small nucleolar ribonucleoprotein protein MPP10 (M phase phosphoprotein 10)
Haliotis_kam_contig947	negative regulation of phosphatase activity	other metabolic processes	P	Zinc finger CCHC domain-containing protein 9
Haliotis_kam_contig1548	positive regulation of endopeptidase activity	other biological processes	P	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1)
Haliotis_kam_contig4618	positive regulation of endopeptidase activity	other biological processes	P	Proteasomal ubiquitin receptor ADRM1-B
Haliotis_kam_contig3120	negative regulation of endopeptidase activity	other biological processes	P	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)
Haliotis_kam_contig3527	negative regulation of endopeptidase activity	other biological processes	P	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
Haliotis_kam_contig548	negative regulation of endopeptidase activity	other biological processes	P	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
Haliotis_kam_contig1335	regulation of translational initiation by eIF2 alpha phosphorylation	stress response	P	Protein lethal(2)essential for life (Protein Efl21)
Haliotis_kam_contig1335	regulation of translational initiation by eIF2 alpha phosphorylation	protein metabolism	P	Protein lethal(2)essential for life (Protein Efl21)
Haliotis_kam_contig2931	programmed cell death	death	P	Eukaryotic translation initiation factor 5A-2 (eIF-5A-2)
Haliotis_kam_contig5604	astrocyte development	developmental processes	P	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)
Haliotis_kam_contig4070	oligodendrocyte development	developmental processes	P	Translation initiation factor eIF-2B subunit alpha (eIF-2B GDP-GTP exchange factor subunit alpha)
Haliotis_kam_contig5532	oligodendrocyte development	developmental processes	P	Translation initiation factor eIF-2B subunit beta (S20I15) (eIF-2B GDP-GTP exchange factor subunit beta)
Haliotis_kam_contig5604	oligodendrocyte development	developmental processes	P	Translation initiation factor eIF-2B subunit epsilon (eIF-2B GDP-GTP exchange factor subunit epsilon)
Haliotis_kam_contig1189	negative regulation of phosphoinositide 3-kinase cascade	signal transduction	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig6389	negative regulation of phosphoinositide 3-kinase cascade	signal transduction	P	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)
Haliotis_kam_contig1164	response to organic cyclic substance	other biological processes	P	Neuroendocrine convertase 1 (NEC 1) (EC 3.4.21.93) (Prohormone convertase 1) (Proprotein convertase 1) (PC1)
Haliotis_kam_contig5388	response to organic cyclic substance	other biological processes	P	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)
Haliotis_kam_contig5900	response to organic cyclic substance	other biological processes	P	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)
Haliotis_kam_contig6721	response to organic cyclic substance	other biological processes	P	Protein BTG2 (BTG family member 2) (NGF-inducible anti-proliferative protein PC3)
Haliotis_kam_contig5388	response to amine stimulus	other biological processes	P	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)
Haliotis_kam_contig4056	response to activity	other biological processes	P	"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)"
Haliotis_kam_contig3405	myotube cell development	developmental processes	P	DNA-binding protein inhibitor ID-2-A (Inhibitor of DNA binding 2-A) (XId2)
Haliotis_kam_contig3751	smooth muscle cell migration	other biological processes	P	Angio-associated migratory cell protein
Haliotis_kam_contig1033	protein transport	transport	P	Nascent polypeptide-associated complex subunit alpha (NAC-alpha) (Alpha-NAC)
Haliotis_kam_contig1284	protein transport	transport	P	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (eIF-4D)
Haliotis_kam_contig1434	protein transport	transport	P	Stress-associated endoplasmic reticulum protein 2 (Ribosome-associated membrane protein RAMP4-2)
Haliotis_kam_contig1593	protein transport	transport	P	ADP-ribosylation factor 1
Haliotis_kam_contig1713	protein transport	transport	P	Protein transport protein Sec61 subunit gamma
Haliotis_kam_contig1773	protein transport	transport	P	Translocation protein SEC62 (Translocation protein 1) (TP-1)
Haliotis_kam_contig1884	protein transport	transport	P	Protein transport protein Sec61 subunit beta
Haliotis_kam_contig2031	protein transport	transport	P	ADP-ribosylation factor 2
Haliotis_kam_contig2052	protein transport	transport	P	Mitochondrial import inner membrane translocase subunit TIM14
Haliotis_kam_contig210	protein transport	transport	P	Ras-related protein Rab-1A
Haliotis_kam_contig2394	protein transport	transport	P	Coatomer subunit gamma-2 (Gamma-2-coat protein) (Gamma-2-COP)
Haliotis_kam_contig2511	protein transport	transport	P	Translocation protein SEC62 (Translocation protein 1) (TP-1)
Haliotis_kam_contig2542	protein transport	transport	P	Protein SDA1 homolog (SDA1 domain-containing protein 1 homolog)
Haliotis_kam_contig2666	protein transport	transport	P	ADP-ribosylation factor 1
Haliotis_kam_contig2983	protein transport	transport	P	Mitochondrial import inner membrane translocase subunit Tim17-B
Haliotis_kam_contig3266	protein transport	transport	P	Post-GPI attachment to proteins factor 2
Haliotis_kam_contig3508	protein transport	transport	P	Nascent polypeptide-associated complex subunit alpha-like protein (NAC-alpha-like protein) (Alpha-NAC-like protein)
Haliotis_kam_contig4192	protein transport	transport	P	Translocation protein SEC62 (Translocation protein 1) (TP-1)
Haliotis_kam_contig4253	protein transport	transport	P	Protein transport protein Sec61 subunit alpha
Haliotis_kam_contig430	protein transport	transport	P	Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein)
Haliotis_kam_contig4688	protein transport	transport	P	Mitochondrial import inner membrane translocase subunit Tim10 B (Mitochondrial import inner membrane translocase subunit Tim9 B)
Haliotis_kam_contig5066	protein transport	transport	P	Ras-related protein Rab-2
Haliotis_kam_contig5256	protein transport	transport	P	Centromere/kinetochore protein zw10 homolog
Haliotis_kam_contig5322	protein transport	transport	P	Protein lin-7 homolog B (Lin-7B) (Mammalian lin-seven protein 2) (MALS-2) (Vertebrate lin-7 homolog 2) (Veli-2)
Haliotis_kam_contig547	protein transport	transport	P	Protein transport protein Sec61 subunit alpha isoform 2 (Sec61 alpha-2)
Haliotis_kam_contig5630	protein transport	transport	P	GTP-binding protein ypt2 (SEC4 homolog)
Haliotis_kam_contig5855	protein transport	transport	P	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)
Haliotis_kam_contig5914	protein transport	transport	P	GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4)
Haliotis_kam_contig5960	protein transport	transport	P	GTP-binding protein ypt1
Haliotis_kam_contig6304	protein transport	transport	P	Thioredoxin-1 (Thioredoxin I) (TR-I) (Thioredoxin-2)
Haliotis_kam_contig6770	protein transport	transport	P	Mitochondrial import inner membrane translocase subunit TIM14 (DnaJ homolog subfamily C member 21)
Haliotis_kam_contig6786	protein transport	transport	P	Rab GDP dissociation inhibitor beta (Rab GDI beta) (GDI-3) (Guanosine diphosphate dissociation inhibitor 2) (GDI-2)
Haliotis_kam_contig7709	protein transport	transport	P	Sec1 family domain-containing protein 2 (Neuronal Sec1) (Syntaxin-binding protein 1-like 1)
Haliotis_kam_contig7722	protein transport	transport	P	Ras-related protein Rab-7a
Haliotis_kam_contig8504	protein transport	transport	P	Ras-related protein Rab-7a
Haliotis_kam_contig95	protein transport	transport	P	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)
Haliotis_kam_contig968	protein transport	transport	P	GTP-binding nuclear protein Ran (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)
Haliotis_kam_contig1134	DNA integration	DNA metabolism	P	Transposable element Tc3 transposase
Haliotis_kam_contig2137	DNA integration	DNA metabolism	P	Transposable element Tcb1 transposase (Transposable element Barney transposase)
Haliotis_kam_contig3517	DNA integration	DNA metabolism	P	Transposable element Tcb1 transposase (Transposable element Barney transposase)
Haliotis_kam_contig5168	DNA integration	DNA metabolism	P	Mariner Mos1 transposase (EC 3.1.-.-) (Transposable element Mos1 transposase)
Haliotis_kam_contig7071	DNA integration	DNA metabolism	P	Histone-lysine N-methyltransferase SETMAR (SET domain and mariner transposase fusion gene-containing protein) (HsMar1) (Metnase) [Includes: Histone-lysine N-methyltransferase (EC 2.1.1.43); Mariner transposase Hsmar1 (EC 3.1.-.-)]
Haliotis_kam_contig8516	DNA integration	DNA metabolism	P	Mariner Mos1 transposase (EC 3.1.-.-) (Transposable element Mos1 transposase)
Haliotis_kam_contig7066	oxygen transport	transport	P	Globin (Myoglobin)
Haliotis_kam_contig5770	ADP transport	transport	P	"Mitochondrial substrate carrier family protein ancA (ADP,ATP carrier protein) (ADP/ATP translocase) (Adenine nucleotide translocator) (ANT)"
Haliotis_kam_contig5770	ATP transport	transport	P	"Mitochondrial substrate carrier family protein ancA (ADP,ATP carrier protein) (ADP/ATP translocase) (Adenine nucleotide translocator) (ANT)"
Haliotis_kam_contig2247	acetylcholine transport	transport	P	ADP-ribosylation factor-like protein 2
Haliotis_kam_contig3406	cobalamin transport	transport	P	Gastric intrinsic factor (Intrinsic factor) (IF) (INF) (Pancreatic intrinsic factor)
Haliotis_kam_contig823	sterol transport	transport	P	Protein NPC2 homolog (Niemann Pick type C2 protein homolog)
Haliotis_kam_contig5656	coenzyme A biosynthetic process	other metabolic processes	P	Pantothenate kinase 4 (EC 2.7.1.33) (Pantothenic acid kinase 4)
Haliotis_kam_contig2730	carbon utilization by fixation of carbon dioxide	other metabolic processes	P	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39) (Fragment)
Haliotis_kam_contig5443	carbon utilization by fixation of carbon dioxide	other metabolic processes	P	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)
Haliotis_kam_contig6332	carbon utilization by fixation of carbon dioxide	other metabolic processes	P	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39) (Fragment)
Haliotis_kam_contig2730	photosynthesis	other metabolic processes	P	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39) (Fragment)
Haliotis_kam_contig5443	photosynthesis	other metabolic processes	P	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)
Haliotis_kam_contig6332	photosynthesis	other metabolic processes	P	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39) (Fragment)
Haliotis_kam_contig6592	photosynthesis	other metabolic processes	P	Photosystem I assembly protein ycf3 (RF3)
Haliotis_kam_contig6734	photosynthesis	other metabolic processes	P	Photosystem II CP43 chlorophyll apoprotein (PSII 43 kDa protein) (Photosystem II 44 kDa reaction center protein) (Protein CP-43) (Protein P6)
Haliotis_kam_contig1029	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit g, mitochondrial (ATPase subunit g)"
Haliotis_kam_contig1029	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit g, mitochondrial (ATPase subunit g)"
Haliotis_kam_contig1343	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)"
Haliotis_kam_contig1343	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit delta, mitochondrial (F-ATPase delta subunit)"
Haliotis_kam_contig16	ATP synthesis coupled proton transport	transport	P	ATP synthase subunit a (F-ATPase protein 6)
Haliotis_kam_contig16	ATP synthesis coupled proton transport	other metabolic processes	P	ATP synthase subunit a (F-ATPase protein 6)
Haliotis_kam_contig1644	ATP synthesis coupled proton transport	transport	P	"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)"
Haliotis_kam_contig1644	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase-coupling factor 6, mitochondrial (ATPase subunit F6)"
Haliotis_kam_contig1779	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)"
Haliotis_kam_contig1779	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)"
Haliotis_kam_contig1862	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig1862	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig2164	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)"
Haliotis_kam_contig2164	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit O, mitochondrial (Oligomycin sensitivity conferral protein) (OSCP)"
Haliotis_kam_contig3230	ATP synthesis coupled proton transport	transport	P	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
Haliotis_kam_contig3230	ATP synthesis coupled proton transport	other metabolic processes	P	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
Haliotis_kam_contig3446	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig3446	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig3658	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)"
Haliotis_kam_contig3658	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)"
Haliotis_kam_contig4136	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit b, mitochondrial (ATPase subunit b) (FO-ATP synthase subunit b)"
Haliotis_kam_contig4136	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit b, mitochondrial (ATPase subunit b) (FO-ATP synthase subunit b)"
Haliotis_kam_contig4394	ATP synthesis coupled proton transport	transport	P	ATP synthase subunit a (F-ATPase protein 6)
Haliotis_kam_contig4394	ATP synthesis coupled proton transport	other metabolic processes	P	ATP synthase subunit a (F-ATPase protein 6)
Haliotis_kam_contig4507	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14) (Fragment)"
Haliotis_kam_contig4507	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14) (Fragment)"
Haliotis_kam_contig475	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig475	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig6123	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)"
Haliotis_kam_contig6123	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)"
Haliotis_kam_contig614	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig614	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig872	ATP synthesis coupled proton transport	transport	P	"ATP synthase subunit d, mitochondrial (ATPase subunit d)"
Haliotis_kam_contig872	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase subunit d, mitochondrial (ATPase subunit d)"
Haliotis_kam_contig914	ATP synthesis coupled proton transport	transport	P	"ATP synthase lipid-binding protein, mitochondrial (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)"
Haliotis_kam_contig914	ATP synthesis coupled proton transport	other metabolic processes	P	"ATP synthase lipid-binding protein, mitochondrial (ATP synthase proteolipid P2) (ATPase protein 9) (ATPase subunit c)"
Haliotis_kam_contig1862	ATP hydrolysis coupled proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14)"
Haliotis_kam_contig2703	ATP hydrolysis coupled proton transport	transport	P	V-type proton ATPase 21 kDa proteolipid subunit (V-ATPase 21 kDa proteolipid subunit) (23 kDa subunit of V-ATPase) (Vacuolar proton pump 21 kDa proteolipid subunit)
Haliotis_kam_contig3230	ATP hydrolysis coupled proton transport	transport	P	ATP synthase subunit beta (EC 3.6.3.14) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
Haliotis_kam_contig3446	ATP hydrolysis coupled proton transport	transport	P	"ATP synthase subunit alpha, mitochondrial"
Haliotis_kam_contig4507	ATP hydrolysis coupled proton transport	transport	P	"ATP synthase subunit beta, mitochondrial (EC 3.6.3.14) (Fragment)"
